loss:,16211.982421875,abs%:,33.680946350097656,spearman:,0.8500000238418579,pearson:,0.6080661416053772
loss:,16607.796875,abs%:,30.055124282836914,spearman:,0.8500000238418579,pearson:,0.6495662927627563
loss:,16328.5537109375,abs%:,35.76078796386719,spearman:,0.824999988079071,pearson:,0.5896483063697815
loss:,17794.982421875,abs%:,33.63621520996094,spearman:,0.824999988079071,pearson:,0.5429860353469849
loss:,15696.73828125,abs%:,36.447601318359375,spearman:,0.8500000238418579,pearson:,0.555647611618042
loss:,24390.09765625,abs%:,50.910396575927734,spearman:,0.8500000238418579,pearson:,0.24532967805862427
loss:,23628.275390625,abs%:,50.72831726074219,spearman:,0.8500000238418579,pearson:,0.06843607872724533
loss:,17085.2421875,abs%:,33.14496994018555,spearman:,0.8500000238418579,pearson:,0.5958946943283081
loss:,15053.6494140625,abs%:,33.372718811035156,spearman:,0.8500000238418579,pearson:,0.5979158878326416
loss:,19630.302734375,abs%:,30.80071449279785,spearman:,0.8500000238418579,pearson:,0.6214417815208435
loss:,17009.796875,abs%:,30.627735137939453,spearman:,0.7749999761581421,pearson:,0.6582600474357605
loss:,14481.384765625,abs%:,36.23849868774414,spearman:,0.8500000238418579,pearson:,0.6246576309204102
loss:,16875.35546875,abs%:,38.00819778442383,spearman:,0.8500000238418579,pearson:,0.5739613771438599
loss:,24307.234375,abs%:,46.640716552734375,spearman:,0.8500000238418579,pearson:,0.22750025987625122
loss:,15254.1669921875,abs%:,36.57029342651367,spearman:,0.8500000238418579,pearson:,0.5916433334350586
loss:,15180.4462890625,abs%:,30.48469352722168,spearman:,0.8500000238418579,pearson:,0.6151028871536255
loss:,14519.1787109375,abs%:,36.04588317871094,spearman:,0.8500000238418579,pearson:,0.5880103707313538
loss:,13926.384765625,abs%:,30.813491821289062,spearman:,0.8500000238418579,pearson:,0.652808427810669
loss:,14349.8544921875,abs%:,30.126489639282227,spearman:,0.8500000238418579,pearson:,0.6608454585075378
loss:,17420.880859375,abs%:,36.43214416503906,spearman:,0.8500000238418579,pearson:,0.5599405169487
loss:,14936.2216796875,abs%:,34.914222717285156,spearman:,0.8500000238418579,pearson:,0.605811595916748
loss:,15004.0,abs%:,36.025115966796875,spearman:,0.800000011920929,pearson:,0.6043663024902344
loss:,15337.0537109375,abs%:,35.14132308959961,spearman:,0.8500000238418579,pearson:,0.5819923877716064
loss:,15002.3798828125,abs%:,31.582658767700195,spearman:,0.8500000238418579,pearson:,0.6597811579704285
