87598.3685,48.4455,0.4132,0.5077
168201.5781,78.1007,-0.011,0.1643
16539.8945,16.9895,0.5121,0.5591
56218.4141,39.242,0.4341,0.5237
26971.2461,28.0395,0.8736,0.9309
218075.3906,89.036,0.6703,0.8337
39583.6875,39.2651,0.0,0.0346
